Prep Date,Read Date,Read Time,TimePoint,Treatment,Temperature,Family,Cross,CrossPop,Mom,Plate Number,Well Replicate,Settled,SettledPercentage,Metamorphosed but not settled,Not settled,Total count
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F15,E4 x D11,ExD,EskMom,24,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F15,E4 x D11,ExD,EskMom,24,3,0,0,0,0,0
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F16,E3 x D11,ExD,EskMom,10,1,1,11.11111111,2,6,9
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F16,E3 x D11,ExD,EskMom,10,2,0,0,0,10,10
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F16,E3 x D11,ExD,EskMom,10,3,6,60,3,1,10
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F16,E3 x D11,ExD,EskMom,21,1,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F16,E3 x D11,ExD,EskMom,21,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F16,E3 x D11,ExD,EskMom,21,3,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F17,D16 x E5,DxE,DaviesMom,30,1,2,20,8,0,10
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F17,D16 x E5,DxE,DaviesMom,30,2,6,60,4,0,10
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F17,D16 x E5,DxE,DaviesMom,30,3,0,0,3,6,9
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F17,D16 x E5,DxE,DaviesMom,42,1,2,100,0,0,2
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F17,D16 x E5,DxE,DaviesMom,42,2,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F17,D16 x E5,DxE,DaviesMom,42,3,0,0,0,0,0
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F19,D10 x E5,DxE,DaviesMom,7,1,6,60,3,1,10
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F19,D10 x E5,DxE,DaviesMom,7,2,5,55.55555556,4,0,9
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F19,D10 x E5,DxE,DaviesMom,7,3,3,27.27272727,8,0,11
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F19,D10 x E5,DxE,DaviesMom,14,1,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F19,D10 x E5,DxE,DaviesMom,14,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F19,D10 x E5,DxE,DaviesMom,14,3,0,0,0,0,0
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F2,D20 x D16,DxD,DaviesMom,46,1,9,90,0,1,10
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F2,D20 x D16,DxD,DaviesMom,46,2,5,55.55555556,0,4,9
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F2,D20 x D16,DxD,DaviesMom,46,3,6,60,4,0,10
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F2,D20 x D16,DxD,DaviesMom,60,1,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F2,D20 x D16,DxD,DaviesMom,60,2,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F2,D20 x D16,DxD,DaviesMom,60,3,0,0,0,0,0
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F20,D11 x E5,DxE,DaviesMom,50,1,5,62.5,3,0,8
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F20,D11 x E5,DxE,DaviesMom,50,2,4,50,0,4,8
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F20,D11 x E5,DxE,DaviesMom,50,3,10,100,0,0,10
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F20,D11 x E5,DxE,DaviesMom,58,1,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F20,D11 x E5,DxE,DaviesMom,58,2,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F20,D11 x E5,DxE,DaviesMom,58,3,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F21,E4 x E5,ExE,EskMom,33,1,2,33.33333333,2,2,6
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F21,E4 x E5,ExE,EskMom,33,2,3,42.85714286,2,2,7
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F21,E4 x E5,ExE,EskMom,33,3,6,85.71428571,0,1,7
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F21,E4 x E5,ExE,EskMom,38,1,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F21,E4 x E5,ExE,EskMom,38,2,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F21,E4 x E5,ExE,EskMom,38,3,0,0,0,0,0
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F22,E3 x E5,ExE,EskMom,5,1,8,80,0,2,10
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F22,E3 x E5,ExE,EskMom,5,2,1,10,9,9,10
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F22,E3 x E5,ExE,EskMom,5,3,1,10,9,9,10
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F22,E3 x E5,ExE,EskMom,22,1,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F22,E3 x E5,ExE,EskMom,22,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F22,E3 x E5,ExE,EskMom,22,3,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F23,D16 x E4,DxE,DaviesMom,35,1,5,50,0,5,10
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F23,D16 x E4,DxE,DaviesMom,35,2,0,0,0,9,9
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F23,D16 x E4,DxE,DaviesMom,35,3,5,50,0,5,10
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F23,D16 x E4,DxE,DaviesMom,41,1,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F23,D16 x E4,DxE,DaviesMom,41,2,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F23,D16 x E4,DxE,DaviesMom,41,3,0,0,0,0,0
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F24,D12 x E4,DxE,DaviesMom,48,1,8,88.88888889,1,0,9
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F24,D12 x E4,DxE,DaviesMom,48,2,7,77.77777778,0,2,9
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F24,D12 x E4,DxE,DaviesMom,48,3,10,100,0,0,10
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F24,D12 x E4,DxE,DaviesMom,59,1,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F24,D12 x E4,DxE,DaviesMom,59,2,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F24,D12 x E4,DxE,DaviesMom,59,3,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F26,E5 x E4,ExE,EskMom,29,1,0,0,0,7,7
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F26,E5 x E4,ExE,EskMom,29,2,1,14.28571429,0,6,7
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F26,E5 x E4,ExE,EskMom,29,3,6,66.66666667,0,3,9
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F26,E5 x E4,ExE,EskMom,36,1,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F26,E5 x E4,ExE,EskMom,36,2,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F26,E5 x E4,ExE,EskMom,36,3,0,0,0,0,0
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F27,E3 x E4,ExE,EskMom,6,1,3,33.33333333,1,5,9
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F27,E3 x E4,ExE,EskMom,6,2,1,10,3,6,10
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F27,E3 x E4,ExE,EskMom,6,3,2,40,0,3,5
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F27,E3 x E4,ExE,EskMom,14,1,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F27,E3 x E4,ExE,EskMom,14,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F27,E3 x E4,ExE,EskMom,14,3,0,0,0,0,0
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F28,D16 x E3,DxE,DaviesMom,3,1,8,88.88888889,0,1,9
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F28,D16 x E3,DxE,DaviesMom,3,2,8,80,2,0,10
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F28,D16 x E3,DxE,DaviesMom,3,3,4,44.44444444,2,3,9
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F28,D16 x E3,DxE,DaviesMom,26,1,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F28,D16 x E3,DxE,DaviesMom,26,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F28,D16 x E3,DxE,DaviesMom,26,3,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F28,D16 x E3,DxE,DaviesMom,27,1,7,77.77777778,1,1,9
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F28,D16 x E3,DxE,DaviesMom,27,2,6,66.66666667,3,0,9
11/12/2019,12/12/2019,15:00,T24,Ambient,27.5C,F28,D16 x E3,DxE,DaviesMom,27,3,2,20,0,8,10
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F28,D16 x E3,DxE,DaviesMom,43,1,0,0,0,0,0
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F28,D16 x E3,DxE,DaviesMom,43,2,0,0,0,1,1
11/12/2019,12/12/2019,15:00,T24,Hot,35.5C,F28,D16 x E3,DxE,DaviesMom,43,3,0,0,0,0,0
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F29,D12 x E3,DxE,DaviesMom,9,1,1,11.11111111,6,2,9
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F29,D12 x E3,DxE,DaviesMom,9,2,1,10,4,5,10
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F29,D12 x E3,DxE,DaviesMom,9,3,7,70,3,0,10
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F29,D12 x E3,DxE,DaviesMom,21,1,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F29,D12 x E3,DxE,DaviesMom,21,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F29,D12 x E3,DxE,DaviesMom,21,3,0,0,1,,1
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F3,E5 x D16,ExD,EskMom,53,1,8,88.88888889,1,0,9
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F3,E5 x D16,ExD,EskMom,53,2,8,80,2,0,10
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F3,E5 x D16,ExD,EskMom,53,3,4,66.66666667,2,0,6
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F3,E5 x D16,ExD,EskMom,63,1,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F3,E5 x D16,ExD,EskMom,63,2,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F3,E5 x D16,ExD,EskMom,63,3,0,0,0,0,0
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F31,D11 x E3,DxE,DaviesMom,1,1,5,62.5,1,2,8
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F31,D11 x E3,DxE,DaviesMom,1,2,8,80,0,2,10
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F31,D11 x E3,DxE,DaviesMom,1,3,8,80,1,1,10
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F31,D11 x E3,DxE,DaviesMom,20,1,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F31,D11 x E3,DxE,DaviesMom,20,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F31,D11 x E3,DxE,DaviesMom,20,3,0,0,0,0,0
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F32,E5 x E3,ExE,EskMom,48,1,8,80,2,0,10
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F32,E5 x E3,ExE,EskMom,48,2,4,57.14285714,3,0,7
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F32,E5 x E3,ExE,EskMom,48,3,8,100,0,0,8
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F32,E5 x E3,ExE,EskMom,59,1,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F32,E5 x E3,ExE,EskMom,59,2,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F32,E5 x E3,ExE,EskMom,59,3,0,0,0,0,0
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F33,E4 x E3,ExE,EskMom,1,1,4,44.44444444,0,5,9
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F33,E4 x E3,ExE,EskMom,1,2,4,44.44444444,2,3,9
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F33,E4 x E3,ExE,EskMom,1,3,0,0,0,6,6
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F33,E4 x E3,ExE,EskMom,20,1,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F33,E4 x E3,ExE,EskMom,20,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F33,E4 x E3,ExE,EskMom,20,3,0,0,0,0,0
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F35,D10 x E4,DxE,DaviesMom,8,1,5,50,2,3,10
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F35,D10 x E4,DxE,DaviesMom,8,2,1,11.11111111,1,7,9
09/12/2019,10/12/2019,13:30,T24,Ambient,27.5C,F35,D10 x E4,DxE,DaviesMom,8,3,10,100,0,0,10
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F35,D10 x E4,DxE,DaviesMom,15,1,0,0,1,0,1
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F35,D10 x E4,DxE,DaviesMom,15,2,0,0,0,0,0
09/12/2019,10/12/2019,15:00,T24,Hot,35.5C,F35,D10 x E4,DxE,DaviesMom,15,3,0,0,0,0,0
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F36,D16 x K6,DxK,DaviesMom,50,1,8,88.88888889,1,0,9
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F36,D16 x K6,DxK,DaviesMom,50,2,9,90,0,1,10
17/12/2019,18/12/2019,15:00,T24,Ambient,27.5C,F36,D16 x K6,DxK,DaviesMom,50,3,8,80,0,2,10
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F36,D16 x K6,DxK,DaviesMom,58,1,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F36,D16 x K6,DxK,DaviesMom,58,2,0,0,0,0,0
17/12/2019,18/12/2019,15:45,T24,Hot,35.5C,F36,D16 x K6,DxK,DaviesMom,58,3,0,0,0,0,0
